adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,language_queried
False,/pO6rwbqTq8St1s4HowGcIwkmql0.jpg,"[28, 80, 18]",250551,Gunday,hi,गुंडे,"The lives of Calcutta's most powerful gangsters - Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds.",1.7074,/70QlykuyOHn2wO0uw2U2TqvZp10.jpg,2014-02-14,False,False,4.881,113,hi
False,/pJrqoBAlgSiLFIz6v2nEj2VzZ3V.jpg,"[35, 18, 10749]",4252,Chalte Chalte,hi,चलते चलते,A man pursues a woman who is already engaged and eventually gets married to her. Differences between the two lead to a bitter separation that threatens to destroy their relationship forever.,1.3697,/7eux23WmDXUkmgLdMdxuuFn9II4.jpg,2003-06-12,False,False,6.3,103,hi
False,/uUVXEEyMsyWxrcbmAppUCYg6egV.jpg,"[35, 18, 10749]",1163194,Lost Ladies,hi,लापता लेडीज़,"In 2001, somewhere in rural India, two young brides get accidentally swapped on a train. In the ensuing chaos, they both encounter a host of colourful characters, resulting in hilarious and unexpected consequences.",1.375,/cGG5hCwPnMvuKzvUBnxo5y3DcVM.jpg,2024-03-01,False,False,7.811,151,hi
False,/wFOgP3PX907fhfVpeP3YItmPQtS.jpg,"[35, 10749, 18]",547654,Badhaai Ho,hi,बधाई हो,A 25-year-old man tries to suppress his embarrassment when his mother announces that she is pregnant.,1.1839,/1RCzZkjxnL9MiAOP4oQQm63Ku0p.jpg,2018-10-19,False,False,7.196,171,hi
False,/A3xIs6QYgOOiOK0vqT7boxlAJll.jpg,"[35, 18]",447856,Pad Man,hi,Pad Man,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",1.276,/guI9SEqpZ6A0mhYpngb1gwAy6N2.jpg,2018-02-09,False,False,7.439,238,hi
False,/gSEfNnQHSi5sMf3RqnXfyCPWnAE.jpg,"[80, 35]",658412,Ludo,hi,लूडो,"Ludo is about the butterfly effect and how, despite all the chaos and crowd of the world, all our lives are inextricably connected. From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",1.2924,/zWq4HzuIcvoFss4BDkILYZqceuw.jpg,2020-11-12,False,False,7.164,125,hi
False,/aJIojufZhl5JG42rJ0H3LsMxId6.jpg,"[80, 18, 53]",86004,Talaash,hi,तलाश,"A cop, investigating the mysterious death of a filmstar, meets a sex-worker, while he faces some personal problems psychologically. The mystery connects these people in a way, that ultimately changes their lives.",1.3275,/oCxyN7HmJ7zWp8jtJeMRHABnutF.jpg,2012-11-30,False,False,6.766,246,hi
False,/xvAY4zRP4J74v1ROIOGjtm07oYA.jpg,"[53, 18, 9648]",353464,Talvar,hi,तलवार,A hardened cop deals with three conflicting perspectives involving a brutal double murder. The case is complicated as the prime suspects are the parents who supposedly killed their teenage daughter.,1.4873,/vye2RxyxXKeTIJBSHo0HkvFuTCR.jpg,2015-10-02,False,False,7.482,191,hi
False,/oUBfR6ZA3PgWHyF5hCWZ5gb7LdX.jpg,"[28, 35, 80]",102632,Rowdy Rathore,hi,Rowdy Rathore,"A small-time thug comes across a young girl who claims him to be her father, following which he realizes he has a lookalike who's being hunted by goons.",1.2359,/ytdp64MDSpONpm932nQcMTD95IF.jpg,2012-06-01,False,False,5.932,110,hi
False,/iracY0nh7yTQfOYIMFhq2ZgcT3f.jpg,"[10749, 35, 28]",24827,Ajab Prem Ki Ghazab Kahani,hi,अजब प्रेम कि ग़ज़ब कहानी,"When his love interest doesn't show up for a meeting, a man and his friends go to Goa in order to find her, where they discover she loves someone else.",1.4461,/6IC8PQZAynsUAh0MDvopR3zDTRk.jpg,2009-11-06,False,False,6.211,154,hi
False,/q1Zd6AccSzwrYvjwwyqGB7Qg1jI.jpg,"[80, 53, 28, 18]",323517,Badlapur,hi,बदलापुर,"After his wife and son are killed, a young man finds out the man behind the murder and fights against him, along committing some big mistakes.",1.4527,/ePy0EqRwO2mi5RVH4X0MiUlMU8.jpg,2015-02-20,False,False,7.0,148,hi
False,/szov0Tr05mP7rKHlG2VYyWh33wx.jpg,"[80, 35, 18, 9648, 53]",915831,"Monica, O My Darling",hi,"मोनिका, ओ माय डार्लिंग","A slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn, but nothing — not even death — is what it seems to be.",1.394,/3iX8wpLgkx83jCLNR03nW4lpaP2.jpg,2022-11-11,False,False,6.962,104,hi
False,/tnwoGCRe2GV05f1RSIl1PusYc9v.jpg,"[18, 10749]",645484,Dil Bechara,hi,दिल बेचारा,"Kizie and Manny, two ordinary people brought together by a tragic twist, embark on a bittersweet and extraordinary journey into the heart of that crazy little thing called 'life'.",1.503,/lMFjMrc8Bn0CQhtJDORfspXrWrK.jpg,2020-07-24,False,False,6.701,117,hi
False,/h3EJkzZNvFf3W8JlFokx4MLRPdv.jpg,"[35, 18, 10749]",441906,Jab Harry Met Sejal,hi,जब हैरी मेट सेजल,A middle-aged tour guide develops profound affection for a bubbly traveller while helping her search for a lost engagement ring across various picturesque European destinations.,1.6929,/yraJilUVLSd6BmQ4f1YtJGmcNkf.jpg,2017-08-04,False,False,6.379,206,hi
False,/zGTk8M9Wu07R7zzCu4Jgwl8sLuJ.jpg,"[28, 35, 80]",44425,Dabangg,hi,दबंग्ग,A troubled relationship with his younger half-brother and stepfather compels Chulbul Pandey to become a corrupt but fearless cop whose life changes when he locks horns with a corrupt political leader.,1.3265,/bi2J6IrRK7oFK63EMbzORIos8KP.jpg,2010-09-10,False,False,5.8,179,hi
False,/yi9FwtjLkY8MUObaiEThf3LJO9Y.jpg,"[28, 53]",44749,Race 2,hi,रेस 2,Ranvir Singh encounters the Indian mafia in Turkey as he carries out a mission to avenge his lover's death.,1.1886,/tUe3rzMvVsbi63z3EKA8egjFBv8.jpg,2013-01-25,False,False,5.43,122,hi
False,/euUO9ClaSRY7zJLzC1fjO8iwpHR.jpg,"[18, 35, 10749]",276928,Humpty Sharma Ki Dulhania,hi,हम्प्टी शर्मा की दुल्हनिया,"A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra'(wedding dress worth Rs. 2.5 Lakh), she meets Humpty Sharma, a carefree Delhiite, and falls in love with him.",1.4109,/kiqZEW6ZmFducXGeikKI5WcQZEI.jpg,2014-07-11,False,False,6.4,118,hi
False,/27dhih2lFlBl0oIUE9jFwIEBIMg.jpg,"[18, 10749]",14752,Dil Chahta Hai,hi,दिल चाहता है,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",1.2901,/c6Cicaf2FFmfcInfsbPTxMLk5CS.jpg,2001-07-24,False,False,6.853,334,hi
False,/9XdNGgj3eHjTl3EVSs3pY5AIXMQ.jpg,"[18, 53, 28]",33457,Nayak: The Real Hero,hi,नायक,"Shivajirao, a TV reporter, gets a chance to be the Chief Minister of Maharashtra for a day after being challenged by incumbent Chief Minister Balraj Chauhan. After his one-day stint turns out to be a huge success, his life spirals out of control and he is embroiled in political intrigue.",1.1377,/lT8MCmidz11cuLWb68Ao0anB3mW.jpg,2001-09-07,False,False,7.099,111,hi
False,/1liaFFVnxdcUlfvi6Dp29261tK5.jpg,"[18, 35, 10749]",11807,Jab We Met,hi,जब वी मेट,A depressed wealthy businessman and a spunky carefree young woman embark on an unexpected journey that changes their lives.,1.2935,/iqiH6vnoEgjAypKsuIScN7JlE2j.jpg,2007-10-26,False,False,7.313,319,hi
False,/umty8dbAoZWluyTsnXqGJRdtSDY.jpg,"[28, 80, 53]",682401,Ek Villain Returns,hi,एक विलेन रिटर्न्स,"When a singer goes missing amid a serial killing spree, a cabbie and a businessman's son cross paths in a twisted tale where good and evil is blurred.",1.2454,/4BqMeSSPaC7spmj4Zl7htiigCkV.jpg,2022-07-29,False,False,6.0,133,hi
False,/iBbMy4mxmdxDOLm8HTb412qMacg.jpg,"[18, 28, 10749]",37737,Kites,hi,Kites,"A wounded man searches for his sweetheart in the Mexican desert while on the run from the police, bounty hunters, and others.",1.4258,/lYJhUIsKtlke4gNNHkYZNppYlTZ.jpg,2010-05-21,False,False,7.2,221,hi
False,/6vTv4OEy7Qq4FGeDpWxBsAXyTH.jpg,[18],336203,Masaan,hi,मसान,"Four lives intersect along the Ganges: a low caste boy in hopeless love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and a spirited child yearning for a family, long to escape the moral constructs of a small-town.",1.3108,/wgcPR6Weth2yJDo5wBdNqW2TD6J.jpg,2015-07-24,False,False,7.103,203,hi
False,/64GBB3Qp1sG9AJZediJKEjUkUwI.jpg,"[28, 12]",560964,Junglee,hi,जंगली,A vet returns home to his father's elephant reserve where he encounters and fights an international poacher's racket.,1.0603,/d5Jw6eXO3Qv9qu8oy5V4WCDDvki.jpg,2019-03-29,False,False,6.8,107,hi
False,/notcxmT6RN93g43BnRI8GvRktZ.jpg,"[28, 18, 36, 10752]",498448,Kesari,hi,केसरी,"In 1897, an army of 21 Sikhs battles 10,000 Afghans to prevent the Saragarhi Fort from being taken down.",1.327,/ctjT1pMNAGD9ou0kuhz806tf7kX.jpg,2019-03-21,False,False,7.075,120,hi
False,/lNnnhBxQESk0WbUXNeh24Dx8XA7.jpg,"[53, 18, 80]",767377,Dhamaka,hi,धमाका,"When a cynical ex-TV news anchor gets an alarming call on his radio show, he sees a chance for a career comeback — but it may cost his conscience.",1.0729,/KowKEuyWziUtnCYicv6zhzTQIv.jpg,2021-11-19,False,False,6.791,103,hi
False,/kMUsTD4Dco26kkIUEhntbKZo0Ya.jpg,"[35, 18]",135718,OMG: Oh My God!,hi,ओएमजी - ओ माय गॉड!,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,1.3465,/iTPzC3H2iG49xFIcMs01UfZeBXv.jpg,2012-09-28,False,False,7.244,289,hi
False,/gh9mRGlL41HPnyoakF6WZtCAhe0.jpg,"[28, 35]",65946,Ready,hi,Ready,"Prem believes Sanjana is the girl chosen by his dad and falls in love with her. However, she is a runaway bride escaping from a marriage set up by her mafia uncles against her wishes. On learning the truth, he devises a plan to win her over from her uncles who intend to usurp her huge inheritance.",1.1444,/umfKMUkXXPfMUoOq60nXjDbQOCL.jpg,2011-06-03,False,False,5.054,101,hi
False,/eEeZwT2B2VFZ8MbbIjnARdKK9Hf.jpg,"[35, 18, 10749]",325138,Dum Laga Ke Haisha,hi,दम लगा के हईशा,A slim uneducated guy is pressured into an arranged marriage with an overweight college girl. The mismatched couple is challenged to compete in the annual wife-carrying race.,1.4327,/c9TX2kH1rG7QYEl09flOVg82QdU.jpg,2015-02-27,False,False,7.191,139,hi
False,/7JtXRXbuv26FIMcPFX4HqVnSNEf.jpg,"[35, 12]",20413,Dhamaal,hi,धमाल,"Four friends meet an underworld don who, on his deathbed, clues them in on hidden treasure buried in Goa. The group race towards Goa, not knowing that their plans will soon be foiled, albeit hilariously, by a police officer, who is also after the money.",1.3936,/pQgU9W1OyHDxBOZcJpVLc2E8gQa.jpg,2007-09-07,False,False,6.7,131,hi
False,/9XzWOwHn5sKFn0WdBSw56ISk6HN.jpg,"[35, 10749]",251626,Hasee Toh Phasee,hi,हँसी तो फसी,"On the eve of Nikhil and Karishma’s engagement, Karishma’s wealthy father, Devesh Solanki, expresses his disapproval, believing Nikhil to be a lackadaisical young man. With one week to prove himself worthy to marry Karishma, Nikhil and Karishma's sister, Meeta, grow closer to each other.",1.269,/A6s9Nb0bfuH1KqXvnG22FCAgrP7.jpg,2014-02-07,False,False,6.566,114,hi
False,/cCV4rIBtBjSDmAbP1SFaRz7CZV4.jpg,"[80, 18, 53]",404604,Mom,hi,माँ,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked free.",1.2654,/3aZhDbPRMPUZd2mCCeETnxZq1On.jpg,2017-07-07,False,False,7.542,215,hi
False,/y4nr7c4Gkt45QzsWN45ChrIFoaU.jpg,"[35, 80]",46040,Tees Maar Khan,hi,तीस मार खान,A con artist poses as a film director in a village with the intention of executing a caper with the unwitting help of the villagers.,1.1263,/xhbaxPSFA78hQpsSekPLdBoyGIK.jpg,2010-12-24,False,False,3.692,112,hi
False,/w94ZL3AcTZpebSLyhKuYfdeeuV6.jpg,"[28, 53]",314389,Baby,hi,Baby,A nascent elite team of the Indian intelligence system perpetually strives to detect and eliminate terrorists and their plots. Officer Ajay leads his team to destroy one such potentially lethal ploy in their biggest operation yet.,1.2438,/5yezGgo37qmd6kDknZKFzbhT19b.jpg,2015-01-23,False,False,6.816,190,hi
False,/3jsXJRxDr2rDItjeOtFcVcSvaHH.jpg,"[28, 12, 53]",377985,Fan,hi,Fan,"A man who bears a striking resemblance to a renowned movie star becomes an obsessive fan, but when his fierce love is spurned by the star, he decides to destroy the star's life and reputation.",1.1438,/ui7DYyQB4wsbBvom97KPNkldYWa.jpg,2016-04-14,False,False,6.282,268,hi
False,/7rQSyfBE7WTRShRJQ8HRVfQzp2N.jpg,"[28, 35]",12273,Singh Is Kinng,hi,Singh Is Kinng,"A comic caper about Happy Singh, a Punjabi villager who goes through a series of misadventures and eventually becomes the King of the Australian underworld.",0.8573,/w2szK0vL9NzFsp3FHHEaeqGigjX.jpg,2008-08-08,False,False,5.668,110,hi
False,/mPytPXwA3KnZkojXDZjwz1Rrf03.jpg,[35],19636,Garam Masala,hi,गरम मसाला,"Photographer and serial womaniser, Mac devises a scheme to keep three airhostesses, who are unaware of each other, as  his live-in partners. Everything works fine as long as they only come home every third day. But changing schedules, a jealous friend and his fiancé might just break apart his elaborately structured life of deceit.",1.2085,/puk8ca4bL9HG1R8BwORif8bHGqY.jpg,2005-11-03,False,False,6.0,101,hi
False,/urxONLFFBKFWzsxLcvUaRgo4v4M.jpg,"[35, 18, 10749]",21461,Lage Raho Munna Bhai,hi,लगे रहो मुन्ना भाई,"Lovable goon Munna falls for a morning radio host by the name of Jahnvi, who also runs an elders' home which an unscrupulous builder seeks to attain. In order to gain Jahnvi’s attention, he cheats his way to winning a Mahatma Gandhi radio quiz. When Jahnvi consequently expresses interest in Munna, he and his best friend Circuit attempt to keep up the facade.",1.0664,/tMARXMYsN1f4FZe9xsfCd0F3lkE.jpg,2006-09-01,False,False,7.3,228,hi
False,/zqRGIqDKoNZfj0XvkuX7hNJWq7D.jpg,"[28, 53, 18]",403867,Kaabil,hi,काबिल,"Rohan is a kind, happy young man who has been blind since birth and works as a voice-over artist for a living. Through friends, he meets Supriya, a working woman who is also blind, but proudly independent. The two start liking each other and get married. Rohan toughest journey starts in his quest of vengeance for Supriya's indirect murderers.",1.0848,/ojs8b5N2BgFYoHCSb6vu0egZb6v.jpg,2017-01-25,False,False,6.908,147,hi
False,/bUgj5zx6MGHleT37HJJErlP3Zc6.jpg,"[18, 53]",415358,Pink,hi,पिंक,"After being molested, Minal and her friends try to file an FIR against a politician's nephew. When the subsequent case gets rigged, a retired lawyer helps them to fight the case.",1.2187,/6xNhnyKm2M5FEOY7xv5iKiQ5P3.jpg,2016-09-16,False,False,7.367,241,hi
False,/1y4krc1zQf1R7qXiioHZsg9EsBw.jpg,"[80, 18]",398535,Udta Punjab,hi,उड़ता पंजाब,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a policeman, a doctor, a migrant worker, and a rockstar.",1.0337,/c7BXGhHwvK1AfDCmfPTtw5LsuIU.jpg,2016-06-17,False,False,7.23,163,hi
False,/qFfcH6T5QkBHKFJd3n3YrQA4ekS.jpg,"[12, 28]",472138,Thugs of Hindostan,hi,Thugs of Hindostan,"After the British company’s officer Clive takes over the kingdom of Mirza, Princess Zafira and Khudabaksh aka Azaad form a band of rebel pirates who swear to defeat the English officer and win their freedom back. The British Company in return, hire the wily thug Firangi track Azaad’s gang and thwart his plans.",1.2131,/eonEvymAPpXvWvbBu21HYJx8VdS.jpg,2018-11-07,False,False,5.536,124,hi
False,/jDqExCSTlBbUl2H65SNs0ZFmJHk.jpg,"[35, 10749]",27298,Partner,hi,Partner,"Prem, a love guru who shares tips on dating women, helps his client, Bhaskar, woo his boss. Things get complicated when he falls for a single mother and tries to hide his profession.",1.2198,/rhbGzciEezbxrjnSKlKRyP3wNg4.jpg,2007-07-20,False,False,5.525,119,hi
False,/hEwPNUPLim6XxelWKkH4zGXdenx.jpg,"[18, 28, 80]",70590,Singham,hi,सिंघम,"An honest, small town cop is transferred to a big city that is controlled by a crime boss that he had once humiliated.",1.1568,/pggLRaurdWwjqX2vkhKIVQSBjXV.jpg,2011-07-22,False,False,6.533,181,hi
False,/oKqSmEMtD1eiaQKNDPitE9EVPpL.jpg,"[35, 18, 10749]",4157,Heyy Babyy,hi,हे बेबी,Three womanisers find a baby left at their doorstep. Chaos ensues as they try to contact their former girlfriends to determine who is the father amongst them.,1.082,/9XxhqihX1kcZXcvJ48aQlPYHPQo.jpg,2007-08-24,False,False,5.884,116,hi
False,/oLtgiQU30YOlKfDK8gGxq2d1WBv.jpg,"[35, 18, 10749]",52696,Band Baaja Baaraat,hi,Band Baaja Baaraat,"Shruti and Bittoo decide to start a wedding planning company together after they graduate from university, but romance gets in the way of business.",1.0616,/n9Yd0otyugR9ArGxRwbEYxUXjTH.jpg,2010-12-10,False,False,6.7,142,hi
False,/ycRsscsENS6hTTRPlSv3YyBAkHD.jpg,"[9648, 53]",82825,Kahaani,hi,कहानी,"Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems.",1.1298,/e2eQVOrdQ8k7yYjjHKHP2nlwbTu.jpg,2012-03-08,False,False,7.182,344,hi
False,/w2r6FIWHDRP3Eb1LQII1dGbHTrP.jpg,"[28, 35]",67109,Delhi Belly,hi,देली बेली,"Three unsuspecting, average guys find themselves on the hit list of one of India's most-powerful crime syndicates.",1.4091,/hGmjlOFPaqwxAxR3XDvalExTlXd.jpg,2011-07-01,False,False,7.078,212,hi
False,/71Pw2W2IfBOT5wOBRACfCJtm9XS.jpg,"[10749, 10751, 35, 18]",4253,Hum Tum,hi,हम तुम,"The encounters of two people who run into each other on several occasions under circumstances ranging from friendly to hostile to loving. Along many years and countless run-ins, the two despise each other, befriend each other, and fall in love with each other—in no particular order.",0.9573,/u4ctCNPq6qfwnUyZzAfxEzdJ0Lq.jpg,2004-05-28,False,False,6.435,123,hi
False,/3m626fdPLOXnKGcpKBmEZyLagNd.jpg,"[18, 28, 53, 80]",19658,Race,hi,Race,The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.,1.1294,/krMI3hRmlgKcuNc3XBWtl8APasR.jpg,2008-03-20,False,False,6.109,133,hi
False,/gHDMBYpp5NZtkyFFPIRLJJUshFi.jpg,"[35, 10749]",103243,Vicky Donor,hi,विक्की डोनर,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",0.9673,/u8AO7DgcVYkVSXeU7oQdlhMFwcN.jpg,2012-04-20,False,False,6.77,191,hi
False,/k6lEyAPT5PPm7aFCxqLaNhRvvdE.jpg,"[18, 10749, 35, 10751]",374173,Kapoor & Sons,hi,कपूर एण्ड सन्स,"Returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parents’ marriage frays.",1.0602,/oPdcOInH8TqR5udDTDPiDuLSN90.jpg,2016-03-18,False,False,7.048,199,hi
False,/7WoyOMp0wORdgYJimHeg0XuNaTM.jpg,"[10749, 18, 14]",33081,Paheli,hi,पहेली,"Kishanlal marries the beautiful Lachchi, but the day after the wedding, he leaves on business for five years. When Kishanlal reappears only a few days later, Lachchi is delighted, but this new Kishanlal is in fact a spirit who has taken the form of Lachchi's husband, after having seen her by chance and fallen in love with her. Four years later, the real Kishanlal returns and the townsfolk must determine who is who.",1.0726,/1oQ8mBfBKcVT758y1949ULkSXER.jpg,2005-06-24,False,False,6.144,101,hi
False,/oZftUn6yOt61LItXE4zPOz4rca9.jpg,"[80, 18, 36]",598826,Sardar Udham,hi,सरदार उधम,"A young Sardar Udham Singh left deeply scarred by the Jallianwala Bagh massacre, escaped into the mountains of Afghanistan, reaching London in 1933-34. Carrying an unhealed wound for 21 years, the revolutionary assassinated Michael O’Dwyer on 13th March, 1940, the man at the helm of affairs in Punjab, April 1919 to avenge the lost lives of his beloved brethren.",1.0245,/d4fpJXhUNukd5XnzRO1XfWf7v88.jpg,2021-10-16,False,False,7.115,126,hi
False,/hTYWMAcmxelrgrvPgotmJ70PJBS.jpg,"[28, 10749]",240614,R... Rajkumar,hi,आर... राजकुमार,"Rajkumar, an aimless youth, works for a drug baron and is sent to kill a rival dealer. His life is changed forever when he meets Chanda, and has no idea she is the adopted daughter of the man he is supposed to kill.",1.2211,/2wURYkClPhuWaZz936eUEWWVzUM.jpg,2013-12-06,False,False,6.155,103,hi
False,/ddkcwMd6H7kGfgqntkt2Af52mgl.jpg,[18],45316,Udaan,hi,उड़ान,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",1.0017,/8dQmrGk0WRPiCwiiGdIxnY5s8Pc.jpg,2010-06-17,False,False,7.206,223,hi
False,/aSjOJMrQYz3EC5e7JzfGxy2Yhuh.jpg,"[35, 18]",456570,Hindi Medium,hi,हिंदी मीडियम,"Mita and Raj Batra, an affluent couple from Delhi’s Chandni Chowk, are grappling with getting their daughter admission into an English medium school. But there is one big problem. Their zubaan is Hindi, and the elitist snobs won’t let the Hindi speaking hoi-polloi fit in.",1.1799,/2v0nQd3kYBV0iPNCVHiaLWGb1hg.jpg,2017-05-19,False,False,7.381,206,hi
False,/wu85H8I8nM6YUI41IouC4oU5PVz.jpg,"[35, 10749]",291157,Khoobsurat,hi,खूबसूरत,"A vibrant, hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her – and is engaged to someone else.",0.8111,/rRjMkAInvhaGQSbJWoEeYYUp9L1.jpg,2014-09-19,False,False,6.598,127,hi
False,/q7Yh6lLuH4wVdDJ2h8hgTXWPX7x.jpg,"[35, 18, 10749]",20360,Namastey London,hi,Namastey London,"On a trip to India, Jasmeet's father forcefully marries her off to Arjun. However, when they return to London, Jasmeet announces her intention of marrying her boyfriend, Charlie Brown.",0.9075,/dO0F66lM1jehIH5bsooKSbdz7xG.jpg,2007-03-23,False,False,6.19,124,hi
False,/27VV3Myqy6N3tH4K7LJZdj687SK.jpg,"[35, 10749]",85052,Housefull 2,hi,हाउसफुल २,A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.,1.1044,/y6L3GpfXWqfO7COtUyiEeACH35G.jpg,2012-04-05,False,False,5.551,127,hi
False,/p18H6kQKlPajCUI5lGJICBHxVqJ.jpg,"[35, 10749]",391779,Housefull 3,hi,हाउसफुल 3,"A father doesn't want his three daughters to get married. Now, it's up to three men to try to and convince the father that they're a good fit for his daughters.",1.0418,/6Udose5F7a9SdNf8HlNMovtDMM9.jpg,2016-06-03,False,False,5.1,110,hi
False,/yXZFPgTC2qJaV8SztEal0c04y6L.jpg,"[35, 18, 10749]",19663,Love Aaj Kal,hi,लव आज कल,Two lovers break up after they realize that their career goals are pulling them in different directions.,1.0206,/36hkylLil37eF45uIeSTe31NRVq.jpg,2009-07-31,False,False,6.243,111,hi
False,/bu9myTp9Ia0e1crLVwoEIMUZmU8.jpg,"[14, 18, 10749, 12, 35]",25868,Aladin,hi,Aladin,"Aladin, an orphan tormented by bullies, discovers a magic lamp that grants him incredible powers. Later, with the help of a genie, he embarks on thrilling adventures to defeat the evil Ringmaster.",0.9456,/rqXLyzAPk7yAygwRAyBrHcVL3os.jpg,2009-10-29,False,False,6.2,100,hi
False,/k9T95CtYN0T1GA2BmB3dltTr7rH.jpg,"[18, 35, 10749]",14071,Dostana,hi,दोस्ताना,"Two straight guys pretend to be a gay couple to secure a posh Miami apartment, but fall for their gorgeous roommate. Hilarity ensues as they strive to convince everyone of the ruse while secretly trying to win her heart.",0.8827,/obwjlgNI2NFZupMuJBbKgH3IhQp.jpg,2008-11-13,False,False,6.142,169,hi
False,/2dbbPwh5Nb7FV4tqAJTg8FDbpm.jpg,"[35, 18, 10749]",441875,Toilet: A Love Story,hi,टॉयलेट: एक प्रेम कथा,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",1.0864,/8YUBka56t4HcHLVMGnGA1WizpMV.jpg,2017-08-11,False,False,6.813,214,hi
False,/zI4OrjoqyTiqycoN00OugzJD4Iv.jpg,"[10749, 9648, 53]",34764,Karthik Calling Karthik,hi,Karthik Calling Karthik,"A much abused loner achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone.",1.0334,/8mIVy8A07asmB9vOSREI9x7kvSd.jpg,2010-02-26,False,False,6.3,103,hi
False,/yVutrd9pthp5XvhlV0lGleOt0Nd.jpg,"[28, 80, 53]",273886,Holiday,hi,होलीडे,"Virat Bakshi, an Indian army soldier on vacation stumbles upon a terror plot to rip Mumbai apart with a series of bomb blasts and must hunt down the sleeper cell of the terror organisation before it's too late.",0.9964,/8aPPza9BHumJYl0KAABmOdFbUjm.jpg,2014-06-06,False,False,6.339,146,hi
False,/tmbwscy8OvNMkg4CFOi8eEO523b.jpg,"[18, 53]",19703,A Wednesday!,hi,A Wednesday!,"Prakash Rathod, a retired police commissioner recounts the most memorable case of his career wherein he was informed about a bomb scare in Mumbai by an ordinary commoner.",1.176,/gVUSxtJM3arL5VIUIRNYde20EF0.jpg,2008-09-05,False,False,7.0,358,hi
False,/2JTqYozAkCUga9LSq64gI9CJ8Bm.jpg,"[35, 27, 28, 14]",472123,Golmaal Again,hi,गोलमाल अगेन,"Gopal and his best friends are back again, and this time they move back to their old neighborhood in a new palatial house where they learn that it is being haunted by a ghost.",0.9939,/kGx26PL1v658T8XbOk5MfmNpHU3.jpg,2017-10-20,False,False,5.414,111,hi
False,/ne9l7T6whDCfdwehphf6Z35GKMv.jpg,"[18, 10749]",41518,Guzaarish,hi,गुज़ारिश,"Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",0.8844,/uQgjtBBZ9se2Kcir9xQ9xY2kzyl.jpg,2010-11-16,False,False,7.377,130,hi
False,/imHJXyJTPpDCEYumho7xbzdsPiI.jpg,"[35, 10751]",19670,Golmaal – Fun Unlimited,hi,गोलमाल,Four runaway cons take shelter in a bungalow owned by an old blind couple.,1.0226,/3ubefqLk26Gy0lXCfGIu8hQrBak.jpg,2006-07-14,False,False,6.743,138,hi
False,/dBqdkrhefG4cSqGWas4ec33Ufe7.jpg,[35],14546,Golmaal Returns,hi,Golmaal Returns,"Stuck all night on a yacht with a damsel in distress, Gopal lies to his soap opera junkie wife to avoid drama. This sets off a chain of chaotic events that ultimately land him smack dab in the middle of a police case.",0.9727,/2X6ZSlnBpgsOpH0ELDraWTD4QO7.jpg,2008-10-29,False,False,5.477,129,hi
False,/dqsfaex2abk3lvWwIfsdfcOF3fx.jpg,"[18, 53]",376869,Neerja,hi,नीरजा,"Neerja is a portrayal on the life of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",0.835,/alDRJWHI1TfqB9ev6cMbVE5P92x.jpg,2016-02-19,False,False,7.266,239,hi
False,/rvG9irR3D0HrxAA0Jh577Rik2Ck.jpg,[28],285803,Singham Returns,hi,सिंघम रिटर्न्स,"Owing to the wrongdoings affiliated with evils similar to black money, an honest but ferocious police officer returns as the Deputy Commissioner of Police with the prospect of wiping out injustice.",0.9127,/k8CDjZLYG8bCIuXWAg4gukxf0BE.jpg,2014-08-15,False,False,6.118,131,hi
